split_name,label,test_count,train_count,val_count,test_prop,train_prop,val_prop
adversarial,0,59799,187559,26202,0.8570752891602528,0.8613383053275959,0.857704016498085
adversarial,1,630,2458,374,0.0090295394934858,0.0112880189939977,0.0122426265998887
adversarial,2,1262,4334,588,0.0180877441917128,0.0199032849145591,0.0192477658843169
adversarial,3,367,1447,254,0.0052600650700147,0.0066451438097293,0.0083145111132933
adversarial,4,758,2888,527,0.0108641125969242,0.0132627334640624,0.0172509738452977
adversarial,5,286,1275,199,0.0040991242779951,0.0058552580217034,0.0065141248486038
adversarial,6,176,1040,170,0.0025225380172277,0.0047760536020169,0.0055648302726766
adversarial,7,115,567,85,0.0016482492726204,0.0026038676849457,0.0027824151363383
adversarial,8,169,765,92,0.0024222098006335,0.003513154813022,0.0030115552063897
adversarial,9,685,1760,250,0.0098178326238695,0.0080825522495671,0.0081835739304068
adversarial,10,4135,10203,1284,0.0592653108024824,0.046855841251326,0.0420308357065697
adversarial,11,367,975,154,0.0052600650700147,0.0044775502518909,0.0050410815411306
adversarial,12,1022,2482,370,0.0146479196227659,0.0113982356155827,0.0121116894170021
adversarial,B-JURISPRUDENCIA,0,0,0,0.0,0.0,0.0
adversarial,B-LEGISLACAO,0,0,0,0.0,0.0,0.0
adversarial,B-LOCAL,0,0,0,0.0,0.0,0.0
adversarial,B-ORGANIZACAO,0,0,0,0.0,0.0,0.0
adversarial,B-PESSOA,0,0,0,0.0,0.0,0.0
adversarial,B-TEMPO,0,0,0,0.0,0.0,0.0
adversarial,I-JURISPRUDENCIA,0,0,0,0.0,0.0,0.0
adversarial,I-LEGISLACAO,0,0,0,0.0,0.0,0.0
adversarial,I-LOCAL,0,0,0,0.0,0.0,0.0
adversarial,I-ORGANIZACAO,0,0,0,0.0,0.0,0.0
adversarial,I-PESSOA,0,0,0,0.0,0.0,0.0
adversarial,I-TEMPO,0,0,0,0.0,0.0,0.0
adversarial,O,0,0,0,0.0,0.0,0.0
heur_len,0,55537,192094,25929,0.8503988852649792,0.8631614894831204,0.8580363347562792
heur_len,1,776,2351,335,0.0118823403310518,0.0105640606253959,0.011085740759125
heur_len,2,1416,4175,593,0.0216822086453213,0.0187600821399524,0.0196234157318243
heur_len,3,464,1425,179,0.0071049045278454,0.0064031418082472,0.0059234256593533
