split_name,label,test_count,train_count,val_count,test_prop,train_prop,val_prop
adversarial,B-ambienteSedimentacao,91,45,10,0.002307594776214,0.0004056795131845,0.0006210408644888
adversarial,B-baciaSedimentar,174,332,45,0.004412324077596,0.0029930132972729,0.0027946838901999
adversarial,B-bentonico,6,16,5,0.000152149106124,0.0001442416046878,0.0003105204322444
adversarial,B-campoPetrolifero,0,4,2,0.0,3.606040117196304e-05,0.0001242081728977
adversarial,B-constituinteRochaSedimentar,85,24,3,0.00215544567009,0.0002163624070317,0.0001863122593466
adversarial,B-contextoGeologicoDeBacia,210,389,61,0.00532521871434,0.0035068740139734,0.0037883492733821
adversarial,B-elementoQuimico,4,22,0,0.000101432737416,0.0001983322064457,0.0
adversarial,B-eon,22,208,26,0.000557880055788,0.001875140860942,0.001614706247671
adversarial,B-epoca,86,525,75,0.002180803854444,0.0047329276538201,0.0046578064836666
adversarial,B-era,43,340,31,0.001090401927222,0.0030651340996168,0.0019252266799155
adversarial,B-estratigrafia,139,92,16,0.003524787625206,0.0008293892269551,0.0009936653831822
adversarial,B-estruturaGeologica,16,57,5,0.000405730949664,0.0005138607167004,0.0003105204322444
adversarial,B-estruturaSedimentar,58,19,7,0.001470774692532,0.0001712869055668,0.0004347286051422
adversarial,B-fosseis,59,65,8,0.001496132876886,0.0005859815190443,0.0004968326915911
adversarial,B-geomorfologia,13,37,4,0.000329656396602,0.0003335587108406,0.0002484163457955
adversarial,B-granulometria,82,42,5,0.002079371117028,0.0003786342123056,0.0003105204322444
adversarial,B-idade,97,621,78,0.002459743882338,0.0055983772819472,0.0048441187430132
adversarial,B-magmaticas,56,431,91,0.001420058323824,0.003885508226279,0.0056514718668488
adversarial,B-metamorficas,62,268,47,0.001572207429948,0.0024160468785215,0.0029188920630977
adversarial,B-mineral,45,145,22,0.00114111829593,0.0013071895424836,0.0013662899018755
adversarial,B-periodo,88,545,78,0.002231520223152,0.0049132296596799,0.0048441187430132
adversarial,B-planctonico,14,88,9,0.000355014580956,0.0007933288257831,0.0005589367780399
adversarial,B-procedimentoMetodologico,37,117,12,0.000938252821098,0.0010547667342799,0.0007452490373866
adversarial,B-sedimentaresCarbonaticas,145,177,33,0.00367693673133,0.0015956727518593,0.0020494348528133
adversarial,B-sedimentaresOrganicas,7,14,1,0.000177507290478,0.0001262114041018,6.210408644888833e-05
adversarial,B-sedimentaresQuimicas,7,4,1,0.000177507290478,3.606040117196304e-05,6.210408644888833e-05
adversarial,B-sedimentaresSiliciclasticas,530,473,95,0.0134398377076201,0.0042641424385846,0.0058998882126443
adversarial,B-sistemaPetrolifero,13,74,6,0.000329656396602,0.0006671174216813,0.0003726245186933
adversarial,B-unidadeEstratigrafica,274,435,53,0.006948142512996,0.0039215686274509,0.003291516581791
adversarial,B-unidadeGeotectonica,8,16,4,0.000202865474832,0.0001442416046878,0.0002484163457955
adversarial,I-ambienteSedimentacao,83,16,2,0.002104729301382,0.0001442416046878,0.0001242081728977
adversarial,I-baciaSedimentar,169,314,29,0.004285533155826,0.002830741491999,0.0018010185070177
adversarial,I-bentonico,3,3,2,7.607455306200075e-05,2.704530087897228e-05,0.0001242081728977
adversarial,I-campoPetrolifero,0,4,2,0.0,3.606040117196304e-05,0.0001242081728977
adversarial,I-constituinteRochaSedimentar,20,3,0,0.00050716368708,2.704530087897228e-05,0.0
adversarial,I-contextoGeologicoDeBacia,127,207,47,0.003220489412958,0.001866125760649,0.0029188920630977
adversarial,I-epoca,21,118,32,0.000532521871434,0.0010637818345729,0.0019873307663644
adversarial,I-era,1,10,0,2.5358184354000253e-05,9.01510029299076e-05,0.0
adversarial,I-estratigrafia,19,14,2,0.000481805502726,0.0001262114041018,0.0001242081728977
adversarial,I-estruturaGeologica,37,98,11,0.000938252821098,0.000883479828713,0.0006831449509377
adversarial,I-estruturaSedimentar,76,12,8,0.001927222010904,0.0001081812035158,0.0004968326915911
adversarial,I-fosseis,20,29,5,0.00050716368708,0.0002614379084967,0.0003105204322444
adversarial,I-granulometria,12,4,0,0.000304298212248,3.606040117196304e-05,0.0
adversarial,I-idade,4,11,3,0.000101432737416,9.916610322289836e-05,0.0001863122593466
adversarial,I-magmaticas,2,17,3,5.0716368708000506e-05,0.0001532567049808,0.0001863122593466
adversarial,I-metamorficas,9,41,7,0.000228223659186,0.0003696191120126,0.0004347286051422
adversarial,I-mineral,2,0,0,5.0716368708000506e-05,0.0,0.0
adversarial,I-periodo,5,4,0,0.00012679092177,3.606040117196304e-05,0.0
adversarial,I-planctonico,1,6,3,2.5358184354000253e-05,5.409060175794456e-05,0.0001863122593466
adversarial,I-procedimentoMetodologico,5,2,0,0.00012679092177,1.803020058598152e-05,0.0
adversarial,I-sedimentaresCarbonaticas,44,43,10,0.001115760111576,0.0003876493125986,0.0006210408644888
adversarial,I-sedimentaresQuimicas,5,2,2,0.00012679092177,1.803020058598152e-05,0.0001242081728977
adversarial,I-sedimentaresSiliciclasticas,160,104,10,0.00405730949664,0.000937570430471,0.0006210408644888
adversarial,I-sistemaPetrolifero,2,44,4,5.0716368708000506e-05,0.0003966644128915,0.0002484163457955
adversarial,I-unidadeEstratigrafica,318,523,65,0.008063902624572,0.0047148974532341,0.0040367656191777
adversarial,I-unidadeGeotectonica,9,18,4,0.000228223659186,0.0001622718052738,0.0002484163457955
adversarial,O,35810,103653,15018,0.9080765817167492,0.9344421906693712,0.9326791702894052
heur_len,B-ambienteSedimentacao,39,94,13,0.0011652574023723,0.0008077336197636,0.0007822842700686
heur_len,B-baciaSedimentar,105,399,47,0.0031372314679255,0.0034285714285714,0.0028282585148634
heur_len,B-bentonico,3,20,4,8.963518479787266e-05,0.0001718582169709,0.0002407028523288
