split_name,label,test_count,train_count,val_count,test_prop,train_prop,val_prop
adversarial,B-CARACTERISTICA_SENSORIAL_AROMA,238,624,73,0.0065302090764418,0.0048354475501173,0.0041652402145384
adversarial,B-CARACTERISTICA_SENSORIAL_CONSISTÊNCIA,71,179,28,0.0019480875816276,0.0013870915247932,0.0015976263836585
adversarial,B-CARACTERISTICA_SENSORIAL_COR,123,383,56,0.0033748559512703,0.0029679109161778,0.0031952527673171
adversarial,B-CARACTERISTICA_SENSORIAL_SABOR,190,620,96,0.0052131921198485,0.0048044510914628,0.0054775761725436
adversarial,B-CLASSIFICACAO_BEBIDA,250,944,131,0.0068594633155901,0.0073151642424852,0.0074746091521168
adversarial,B-EQUIPAMENTO_DESTILACAO,64,202,26,0.001756022608791,0.0015653211620572,0.0014835102133972
adversarial,B-GRADUACAO_ALCOOLICA,218,805,121,0.0059814520111946,0.0062380373042379,0.0069040283008102
adversarial,B-NOME_BEBIDA,659,2221,291,0.0180815452998957,0.0172107836679659,0.0166039027730229
adversarial,B-NOME_LOCAL,893,2901,438,0.0245020029632881,0.0224801816392477,0.0249914412872304
adversarial,B-NOME_ORGANIZACAO,243,640,91,0.0066673983427536,0.0049594333847357,0.0051922857468903
adversarial,B-NOME_PESSOA,148,516,79,0.0040608022828293,0.0039985431664432,0.0045075887253223
adversarial,B-PRECO,177,621,87,0.0048565000274378,0.0048122002061264,0.0049640534063676
adversarial,B-RECIPIENTE_ARMAZENAMENTO,208,699,84,0.005707073478571,0.0054166311498911,0.0047928791509756
adversarial,B-TEMPO,294,864,144,0.008066728859134,0.0066952350693933,0.0082163642588154
adversarial,B-TEMPO_ARMAZENAMENTO,258,843,109,0.007078966141689,0.0065325036614566,0.0062193312792422
adversarial,B-TIPO_MADEIRA,533,1782,242,0.0146243757888382,0.0138089223306237,0.0138080566016204
adversarial,B-VOLUME,458,1804,270,0.0125665367941612,0.013979402853224,0.015405682985279
adversarial,I-CARACTERISTICA_SENSORIAL_AROMA,141,344,38,0.0038687373099928,0.0026656954442954,0.0021682072349651
adversarial,I-CARACTERISTICA_SENSORIAL_CONSISTÊNCIA,5,25,2,0.0001371892663118,0.0001937278665912,0.0001141161702613
adversarial,I-CARACTERISTICA_SENSORIAL_COR,85,186,33,0.0023322175273006,0.0014413353274388,0.0018829168093118
adversarial,I-CARACTERISTICA_SENSORIAL_SABOR,69,279,48,0.0018932118751028,0.0021620029911582,0.0027387880862718
adversarial,I-CLASSIFICACAO_BEBIDA,46,163,18,0.0012621412500685,0.0012631056901748,0.0010270455323519
adversarial,I-EQUIPAMENTO_DESTILACAO,46,213,23,0.0012621412500685,0.0016505614233573,0.0013123359580052
adversarial,I-GRADUACAO_ALCOOLICA,4,170,25,0.0001097514130494,0.0013173494928204,0.0014264521282665
adversarial,I-NOME_BEBIDA,605,1869,239,0.0165999012237282,0.0144830953063612,0.0136368823462284
